"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2005:Q2","Millennial",0.5,0.7,1.1,1.1,0.3,0,0.8,0.6,1.6,1.6,1.9,0
"2005:Q3","Silent",45,40.4,34.4,33.5,47.4,36.6,39.8,53.3,15.9,14.3,16.3,48.6
"2005:Q3","BabyBoom",46.5,47.5,47.6,45.4,45.7,55.6,50.3,37.7,52.6,54.5,46.1,48.3
"2005:Q3","GenX",7.9,11.5,17.1,19.7,6.6,7.8,9,8.2,30.1,29.9,35.4,3.1
"2005:Q3","Millennial",0.5,0.7,0.9,1.4,0.3,0,1,0.8,1.4,1.2,2.2,0
"2005:Q4","Silent",44.8,40.1,34.4,33.3,47.9,35.5,39.8,53,15.8,14.4,15.9,46.7
"2005:Q4","BabyBoom",46.5,47.5,47.8,45,45.3,56.1,50,37.5,52.7,54.5,46.3,49.6
"2005:Q4","GenX",8.1,11.7,17.2,20,6.3,8.4,9.1,8.8,30.5,30.4,35.2,3.7
"2005:Q4","Millennial",0.6,0.7,0.7,1.6,0.5,0,1.1,0.8,1,0.7,2.6,0
"2006:Q1","Silent",43.6,39.1,33.3,32.3,45.8,34.9,39.4,50.9,15.4,14,15.8,47.1
"2006:Q1","BabyBoom",47.3,48,47.6,45.2,46.1,56.4,49.8,39.9,51.5,53.1,45.8,48.9
"2006:Q1","GenX",8.4,12.1,17.9,20.8,7.7,8.7,9.6,8.3,31.5,31.8,35,4
"2006:Q1","Millennial",0.7,0.8,1.2,1.6,0.4,0,1.2,0.9,1.6,1.2,3.4,0
"2006:Q2","Silent",43.9,39.2,33.4,32.2,47.2,34.4,40.2,50.7,15.3,14,15.5,46.1
"2006:Q2","BabyBoom",47.2,47.9,47.8,45,45.5,56.5,49.2,40.4,51.6,53,46,49.5
"2006:Q2","GenX",8.2,12,17.9,21.1,6.8,9.1,9.3,7.9,31.9,32.1,35.5,4.4
"2006:Q2","Millennial",0.7,0.8,0.9,1.7,0.6,0,1.3,1,1.2,0.9,2.9,0.1
"2006:Q3","Silent",43.7,39,33.7,32.2,47.1,33.9,39.5,49.8,15.4,14.1,15.2,46.2
"2006:Q3","BabyBoom",47.4,48.1,48,44.4,45.5,56.8,49.2,40.4,51.6,53.2,45.3,49.2
"2006:Q3","GenX",8.3,12.2,17.8,21.3,6.8,9.3,9.9,8.6,32,32.2,35.8,4.6
"2006:Q3","Millennial",0.7,0.7,0.5,2,0.6,0,1.4,1.2,1.1,0.5,3.7,0.1
"2006:Q4","Silent",43,38.4,33.4,31.8,45.7,33.4,38.6,49.4,15.4,14,15.1,47
"2006:Q4","BabyBoom",47.7,48.2,48,44.1,46.1,57.1,49.4,40.1,51,52.8,44.5,47.8
"2006:Q4","GenX",8.8,12.6,18.1,21.7,7.6,9.5,10.6,9.4,32.1,32.6,35.5,5.1
"2006:Q4","Millennial",0.6,0.7,0.5,2.3,0.5,0,1.4,1.1,1.4,0.6,4.9,0.1
"2007:Q1","Silent",42.4,37.9,32.6,30.9,45.1,32.9,39,48.1,15,13.7,14.7,47.1
"2007:Q1","BabyBoom",48.2,48.5,47.8,44.3,46.5,57.2,48.9,42.1,50,51.6,43.9,47.4
"2007:Q1","GenX",8.8,12.8,18.7,22.5,8,9.9,10.7,8.8,33.1,33.7,36,5.3
"2007:Q1","Millennial",0.6,0.8,0.9,2.3,0.4,0,1.4,1,1.8,1,5.4,0.2
"2007:Q2","Silent",41.9,37.4,32.4,30.3,44.6,32.4,38.5,47,15.1,13.4,14.7,49.8
"2007:Q2","BabyBoom",48.5,48.6,47.5,44.1,46.9,57.4,48.8,43.1,49.3,51,43.2,45.2
"2007:Q2","GenX",9,13.1,19.2,23,8.2,10.1,11.4,8.8,33.4,34.2,35.7,4.9
"2007:Q2","Millennial",0.6,0.9,1,2.6,0.3,0.1,1.4,1.1,2.2,1.4,6.4,0.1
"2007:Q3","Silent",42.1,37.5,32.7,30.1,44.8,32,38.7,46.6,14.8,13.3,14.3,49.3
"2007:Q3","BabyBoom",48.4,48.5,46.9,43.7,47,57.5,48.3,43.6,49.1,50.7,43.1,44.2
"2007:Q3","GenX",9.1,13.3,19.5,23.4,7.9,10.3,11.6,9.2,33.7,34.4,36.2,6.2
"2007:Q3","Millennial",0.4,0.8,0.9,2.8,0.3,0.2,1.3,0.6,2.4,1.5,6.4,0.3
"2007:Q4","Silent",41.5,36.9,31.7,29,44.7,31.5,38,46.1,14.3,12.8,13.7,47.2
"2007:Q4","BabyBoom",48.9,48.8,47.4,44.5,47.3,57.6,49.3,43.6,48.7,50,43.8,46.5
"2007:Q4","GenX",9.1,13.4,19.6,23.8,7.7,10.6,11.4,9.7,34.2,35.1,36.5,6
"2007:Q4","Millennial",0.5,0.9,1.3,2.7,0.4,0.3,1.2,0.6,2.8,2.1,6,0.3
"2008:Q1","Silent",41.6,36.7,31.5,28.4,44.7,31.4,38.3,45.6,14.1,12.7,12.8,46.8
"2008:Q1","BabyBoom",49.6,49.5,48.1,45.1,47.8,57.5,50,45.2,48.8,50,44.7,47.1
"2008:Q1","GenX",8.4,13,19.3,24,7.2,10.7,10.7,8.5,34.5,35.3,37.7,5.9
"2008:Q1","Millennial",0.5,0.8,1.1,2.5,0.3,0.4,1,0.7,2.5,2.1,4.8,0.3
"2008:Q2","Silent",41.4,36.5,32,28.4,44.1,31,38,45.2,14,13.1,12.1,43.6
"2008:Q2","BabyBoom",50,49.9,48.5,45.1,48.4,57.5,50.5,46,49.5,50.5,45.1,49.3
"2008:Q2","GenX",8,12.8,18.8,23.9,7.2,11,10.6,7.9,34.7,35.3,37.4,6.7
"2008:Q2","Millennial",0.5,0.8,0.7,2.7,0.3,0.5,0.9,0.9,1.9,1.1,5.4,0.3
"2008:Q3","Silent",41.7,36.5,31.8,27.6,46,30.2,38.9,45.2,13.9,12.7,11.4,45.7
"2008:Q3","BabyBoom",50.2,50,48.2,45.7,47.9,58.1,50.3,46.5,49.3,50.2,45.8,47.7
"2008:Q3","GenX",7.5,12.5,18.9,24.1,5.4,11,9.9,7.5,34.6,35.2,38.8,6.3
"2008:Q3","Millennial",0.7,1,1,2.6,0.6,0.6,1,0.9,2.3,1.9,4.1,0.4
"2008:Q4","Silent",42.9,37.1,31.1,26.6,49.5,29.2,41.6,47.4,12.2,12.2,9.9,26.6
"2008:Q4","BabyBoom",49.2,49.3,48.2,46.6,47.5,59,49.8,42.6,49.7,49.6,48.4,60.8
"2008:Q4","GenX",7.1,12.5,19.3,24.4,2,11,7.9,8.9,35.6,35.4,40.4,11.8
"2008:Q4","Millennial",0.8,1.1,1.4,2.4,0.9,0.8,0.8,1.1,2.5,2.9,1.2,0.8
"2009:Q1","Silent",43.1,37,30.6,26.1,51.2,28.4,43.2,47.7,11.4,11.8,9.5,14.8
"2009:Q1","BabyBoom",49.8,49.8,48.7,47.1,47.3,59.6,49.1,43.9,49.6,49.2,48.2,70.3
"2009:Q1","GenX",6.5,12.1,19.3,24.4,0.1,11.3,7,7.9,36,35.3,42,14
"2009:Q1","Millennial",0.6,1,1.3,2.5,1.4,0.8,0.8,0.5,3,3.7,0.3,0.9
"2009:Q2","Silent",41.9,36.2,30.8,26.2,45.1,28.6,41,46.6,11.7,12,9.7,17.8
"2009:Q2","BabyBoom",50.1,50,48.7,46.7,49.7,58.7,49.9,43.9,49.4,49.5,46.4,67.2
"2009:Q2","GenX",7.3,12.7,19.2,24,4.3,11.7,8.3,8.6,35.8,35.3,40.9,14.1
"2009:Q2","Millennial",0.6,1.1,1.2,3.1,0.9,0.9,0.8,0.9,3.1,3.2,2.9,0.9
"2009:Q3","Silent",40.4,35.1,31.2,26.5,40.7,28.6,38,44.3,12,12,10.1,22.6
"2009:Q3","BabyBoom",51.3,50.9,48.8,46.1,51.4,58.3,51.3,46.7,49.2,49.9,44.2,63.6
"2009:Q3","GenX",7.9,12.9,19,23.6,7.3,12.1,10,8,35.3,34.9,40.6,12.9
"2009:Q3","Millennial",0.5,1.1,1.1,3.9,0.6,1,0.7,0.9,3.5,3.3,5.1,0.9
"2009:Q4","Silent",39.4,34.3,30.3,25.7,39.2,28.3,36.3,44,11.9,11.7,10,26.6
"2009:Q4","BabyBoom",51,50.5,48.5,46.4,52.2,58.3,52.3,44.2,48.4,49.2,43,60.6
"2009:Q4","GenX",9,13.8,19.5,23.8,8.1,12.2,10.8,10.8,35.4,35.2,40.4,11.9
"2009:Q4","Millennial",0.7,1.3,1.7,4.1,0.5,1.1,0.7,1,4.2,3.8,6.6,0.8
"2010:Q1","Silent",38,33.3,29.9,25.5,37.6,27.6,34.6,42.2,11.9,11.8,9.9,23.2
"2010:Q1","BabyBoom",52.3,51.6,48.5,46.3,52.9,58.7,53.3,47.5,48.2,49.1,41.4,61.8
"2010:Q1","GenX",9.1,13.8,19.6,23.6,8.9,12.7,11.4,9.3,35.3,35.2,40.4,13.9
"2010:Q1","Millennial",0.7,1.4,2,4.6,0.5,1.1,0.7,1,4.6,3.9,8.3,1.1
"2010:Q2","Silent",37.6,33,29.2,24.9,38.1,26.4,35.7,42.4,11.8,11.8,8.9,25.1
"2010:Q2","BabyBoom",52.6,51.8,48.7,46.8,53.1,59.4,53.3,47.6,48.1,48.8,42.4,60.5
"2010:Q2","GenX",8.8,13.7,19.8,23.6,8,13.3,10.3,8.8,35.5,35.4,40.8,13.3
"2010:Q2","Millennial",0.9,1.6,2.4,4.8,0.8,0.9,0.8,1.1,4.5,3.9,8,1.1
"2010:Q3","Silent",36,31.8,28.5,24.9,35.5,25.9,33.1,41,12,12,8.9,25.9
"2010:Q3","BabyBoom",53.7,52.7,49.9,46.5,54.1,59.5,54.9,48.4,47.8,48.9,40.8,60.7
"2010:Q3","GenX",9.5,14,19.4,23.2,9.9,13.8,11.2,9.4,35.3,35.3,40.3,12.4
"2010:Q3","Millennial",0.8,1.5,2.2,5.4,0.6,0.8,0.8,1.2,4.9,3.9,10.1,1
"2010:Q4","Silent",35.3,31.2,28.2,24.3,34.5,25.3,31.6,40.7,11.8,11.5,8.7,30.8
"2010:Q4","BabyBoom",53.1,52.1,48.8,46.4,54,59.8,54.6,46.2,47.2,48.4,40.6,56.4
"2010:Q4","GenX",10.8,15,20.3,23.5,11,14.1,13,11.5,35.2,35.6,39.1,11.8
"2010:Q4","Millennial",0.8,1.6,2.6,5.7,0.5,0.9,0.8,1.5,5.8,4.5,11.5,1
"2011:Q1","Silent",34.7,30.8,28.2,24,33.9,24.9,30.7,40,11.9,11.4,8.6,33.9
"2011:Q1","BabyBoom",53.4,52.3,48.1,46.3,53.9,59.9,54.2,48,46.7,48.3,39.1,53.7
"2011:Q1","GenX",11,15.1,20.8,23.8,11.7,14.2,14.3,10.5,35.5,36,39.3,11.3
"2011:Q1","Millennial",0.9,1.7,2.9,5.9,0.5,1,0.9,1.5,5.9,4.3,13,1
"2011:Q2","Silent",34.3,30.5,27.3,23.1,34,24.5,30.6,40,11.4,10.8,8.3,34
"2011:Q2","BabyBoom",53.1,51.9,47.1,46.7,53.6,60,53.6,47.7,46.1,47.5,39.2,53.4
"2011:Q2","GenX",11.4,15.6,21.8,24.4,11.8,14.4,14.9,10.7,36,36.7,39.1,11.5
"2011:Q2","Millennial",1.1,2,3.8,5.8,0.6,1.1,0.9,1.5,6.6,5,13.5,1.1
"2011:Q3","Silent",35.5,31.3,28,23.1,36.5,23.8,33.1,40.9,10.9,11,6.9,27.8
"2011:Q3","BabyBoom",52.6,51.7,47.8,46.7,52.5,60.3,51.8,47.4,47.1,48.3,40.8,56.6
"2011:Q3","GenX",10.7,15.1,21.3,24.5,9.8,14.6,14.1,10.2,36.2,36.4,40.3,14.3
"2011:Q3","Millennial",1.1,1.9,2.9,5.7,1.2,1.2,1,1.5,5.8,4.3,12,1.4
"2011:Q4","Silent",34.8,30.7,27.4,22.7,35.7,23.5,31.1,40.4,10.5,10.7,7.1,24.7
"2011:Q4","BabyBoom",52.4,51.4,47.7,46.6,52.4,60.4,52.2,45.7,46.5,47.8,39.6,58
"2011:Q4","GenX",11.7,15.9,21.8,24.6,10.8,14.6,15.7,12.2,36.4,36.7,39.6,15.6
"2011:Q4","Millennial",1.2,2.1,3.1,6.1,1.1,1.5,1,1.7,6.6,4.8,13.7,1.6
"2012:Q1","Silent",33.4,29.7,26.2,21.9,34.3,23.2,28.9,39.4,10.4,10.2,7.4,27.7
"2012:Q1","BabyBoom",53,51.7,47,46.6,52.5,60.5,52.6,47.1,45.2,46.8,37.4,56
"2012:Q1","GenX",12.3,16.3,22.7,25.1,12.3,14.7,17.5,11.6,37,37.7,39,14.8
"2012:Q1","Millennial",1.3,2.3,4,6.3,0.9,1.6,1.1,1.8,7.4,5.2,16.2,1.5
"2012:Q2","Silent",33.5,29.7,26.2,21.8,35,22.7,29.2,39.6,10.1,10.2,6.7,23.8
"2012:Q2","BabyBoom",52.8,51.6,46.9,46.6,51.8,60.7,51.9,47.5,45.5,47,37.9,58
"2012:Q2","GenX",12.3,16.3,22.9,25.2,12,14.9,17.8,11.1,37.1,37.7,39.1,16.4
"2012:Q2","Millennial",1.4,2.4,4,6.5,1.1,1.8,1.1,1.8,7.3,5,16.4,1.7
"2012:Q3","Silent",33,29.3,26.1,21.7,34.3,22.4,27.9,39.2,10,10,6.8,25.4
"2012:Q3","BabyBoom",52.7,51.5,47.1,46.2,51.7,60.7,52.2,46.8,45.4,47.1,37.2,57.5
"2012:Q3","GenX",13,16.8,23,25.3,12.9,15,18.8,12,36.9,37.6,39,15.5
"2012:Q3","Millennial",1.4,2.4,3.8,6.8,1.1,1.9,1.2,2,7.7,5.3,17.1,1.7
"2012:Q4","Silent",32.7,29.1,25.8,21.3,34.3,22,27.7,39.3,9.9,10,6,27.4
"2012:Q4","BabyBoom",52.4,51.3,47.1,46.2,51.3,60.8,51.8,46.3,45.3,47,37.6,56.3
"2012:Q4","GenX",13.4,17.1,23.3,25.6,13.2,15.3,19.3,12.4,37.1,38.2,38.5,14.6
"2012:Q4","Millennial",1.5,2.5,3.8,6.9,1.2,2,1.2,2,7.6,4.8,18,1.6
"2013:Q1","Silent",31.5,28.1,24.8,20.7,33,21.1,25.5,38.6,9.3,9,7,25.4
"2013:Q1","BabyBoom",52.8,51.5,46.6,46,51.5,61.4,52.4,46.4,44.4,46.2,35.7,58.7
"2013:Q1","GenX",14.3,17.8,24.1,26,14.5,15.6,20.9,12.8,37.1,38,39,14.3
"2013:Q1","Millennial",1.4,2.6,4.4,7.3,0.9,1.9,1.2,2.2,9.1,6.8,18.2,1.6
"2013:Q2","Silent",31,27.6,24.5,20.6,33,20.2,24.7,38.8,9,8.8,6.9,22.3
"2013:Q2","BabyBoom",53,51.7,47.1,45.7,51.1,61.9,52.4,46.6,44.6,46.2,35.7,61.3
"2013:Q2","GenX",14.6,18,24.2,26.1,14.9,15.9,21.6,12.2,37.1,38.2,38.7,14.6
"2013:Q2","Millennial",1.4,2.6,4.2,7.6,1,1.9,1.3,2.4,9.3,6.8,18.7,1.7
"2013:Q3","Silent",30.4,27.2,24.5,20.9,32.4,19.4,23.4,38.9,8.9,8.8,6.9,20.6
"2013:Q3","BabyBoom",53,51.8,48.2,45,51.1,62.4,52.7,45,45,46.9,35.3,63.8
"2013:Q3","GenX",15.3,18.5,23.7,26.2,15.7,16.5,22.6,13.6,37,38,38.7,14
"2013:Q3","Millennial",1.3,2.5,3.6,7.9,0.9,1.8,1.3,2.6,9,6.3,19.1,1.6
"2013:Q4","Silent",29.4,26.5,24.6,20.9,31.4,18.8,22.5,37.2,9.3,8.9,7.3,25.1
"2013:Q4","BabyBoom",53.5,52.1,47.3,44.8,51.9,62.8,53.8,45.3,44.1,46.4,33.7,59.1
"2013:Q4","GenX",15.7,18.8,24.1,25.7,15.9,16.6,22.5,14.4,36.7,38,37.6,13.9
"2013:Q4","Millennial",1.4,2.7,4.1,8.7,0.8,1.8,1.3,3.1,10,6.8,21.4,1.8
"2014:Q1","Silent",28.8,26,24,20.4,30.8,18.7,22.8,36,9.2,8.7,7.1,25.6
"2014:Q1","BabyBoom",53.9,52.4,46.6,45,52.4,62.8,53.9,47.1,43,45.3,32.7,57.5
"2014:Q1","GenX",15.6,18.7,24.6,25.5,15.9,16.6,22,13.6,37.1,38.4,37.7,14.8
"2014:Q1","Millennial",1.6,2.9,4.9,9.2,0.8,1.9,1.3,3.3,10.8,7.6,22.5,2.1
"2014:Q2","Silent",28.2,25.6,23.8,20.2,30.2,18.5,22.4,35,9.6,8.8,7,31
"2014:Q2","BabyBoom",54.4,52.7,46.6,44.8,53,62.8,54.4,47.6,42.3,44.9,32.1,53.4
"2014:Q2","GenX",15.7,18.7,24.5,25.2,16.1,16.6,21.9,13.8,36.8,38.5,37,13.5
"2014:Q2","Millennial",1.7,3.1,5,9.7,0.8,2.1,1.3,3.5,11.3,7.8,23.9,2.1
"2014:Q3","Silent",27.9,25.3,23.3,19.7,30.2,18.4,22.9,34.4,9.5,8.6,6.7,33
"2014:Q3","BabyBoom",54.8,52.9,46.5,45,53.2,62.8,54.6,48.8,41.5,44,31.9,51.7
"2014:Q3","GenX",15.4,18.5,24.7,25.2,15.7,16.5,21.2,13.1,37,38.9,37.1,13.2
"2014:Q3","Millennial",1.9,3.3,5.5,10.1,1,2.4,1.4,3.8,12,8.5,24.3,2.2
"2014:Q4","Silent",27.3,24.8,22.6,19.2,29.7,18.1,22.6,33.3,9.2,8.3,6.7,32.2
"2014:Q4","BabyBoom",55,53,46.3,45,53.6,62.9,55.1,48.5,40.6,43,31.4,51.3
"2014:Q4","GenX",15.7,18.7,25,25.2,15.7,16.3,20.9,14.2,37.3,39.3,36.6,13.9
"2014:Q4","Millennial",2.1,3.6,6.1,10.6,1,2.6,1.4,3.9,12.9,9.4,25.3,2.5
"2015:Q1","Silent",26.9,24.4,22.1,18.7,29.3,18,22.9,32.5,8.9,8,6.6,31.6
"2015:Q1","BabyBoom",55.3,53.2,46.2,45.1,54,62.8,55.3,49.6,39.8,42.1,30.7,51
"2015:Q1","GenX",15.6,18.6,25.3,25.2,15.8,16.5,20.3,13.8,37.6,39.5,37,14.6
"2015:Q1","Millennial",2.2,3.7,6.5,11,1,2.7,1.4,4.1,13.7,10.3,25.6,2.8
"2015:Q2","Silent",26.6,24.1,21.6,18.1,29.2,17.8,23.2,32.1,8.7,7.8,6.3,32.3
"2015:Q2","BabyBoom",55.6,53.3,46.2,45.3,54.2,62.8,55.5,50,39.2,41.3,31,50
"2015:Q2","GenX",15.5,18.6,25.4,25.4,15.6,16.6,19.8,13.3,37.8,39.9,36.9,14.7
"2015:Q2","Millennial",2.4,4,6.8,11.2,1.1,2.9,1.5,4.6,14.3,11.1,25.9,3
"2015:Q3","Silent",26.9,24.3,22,18.1,29.7,17.6,24.7,31.9,8.4,8.1,5.4,27.7
"2015:Q3","BabyBoom",55.6,53.3,46.6,45.4,54.2,62.5,55.1,50.5,39.6,41.6,31.9,51.1
"2015:Q3","GenX",15,18.2,24.9,25.2,14.7,16.8,18.7,12.8,38,39.5,37.6,17.4
"2015:Q3","Millennial",2.5,4.1,6.4,11.3,1.5,3.1,1.5,4.7,14.1,10.8,25.1,3.8
"2015:Q4","Silent",26.3,23.9,22.1,18.3,29.2,17.5,23.8,30.5,8.6,8.2,6,27
"2015:Q4","BabyBoom",55.7,53.4,46.8,45,54.5,62.6,55.8,49.9,39.2,41.5,30.3,50.5
"2015:Q4","GenX",15.3,18.4,24.8,24.9,14.9,16.6,18.9,14.4,37.9,39.5,37.3,18.2
"2015:Q4","Millennial",2.7,4.3,6.4,11.8,1.5,3.4,1.5,5.2,14.4,10.8,26.5,4.3
"2016:Q1","Silent",26,23.6,21.6,17.8,29,17.3,23.7,29.9,8.2,7.8,5.9,25.5
"2016:Q1","BabyBoom",56,53.6,46.6,45.1,54.7,62.5,56,51.2,38.4,40.7,29.6,49.9
"2016:Q1","GenX",15.2,18.3,25,25.1,14.7,16.7,18.7,13.7,38.2,39.7,37.7,19.7
"2016:Q1","Millennial",2.8,4.5,6.8,12.1,1.6,3.5,1.6,5.3,15.2,11.8,26.8,4.9
"2016:Q2","Silent",25.5,23.1,20.9,16.9,28.6,17.1,23.5,29.2,7.9,7.2,5.9,27.3
"2016:Q2","BabyBoom",56.4,53.8,46.1,45.4,55,62.4,56.5,52.3,37.2,39.2,29.5,47.9
"2016:Q2","GenX",15.2,18.4,25.5,25.3,14.9,16.8,18.4,13.1,38.6,40.4,37.4,19.6
"2016:Q2","Millennial",2.9,4.7,7.5,12.4,1.6,3.6,1.6,5.4,16.3,13.1,27.2,5.2
"2016:Q3","Silent",25.2,23,21.9,17.6,28.1,16.9,23.1,28.1,8.4,7.7,5.9,29.9
"2016:Q3","BabyBoom",56.6,54.1,46.3,44.9,55.3,62.4,57,52.9,37.6,40.2,29.1,45.3
"2016:Q3","GenX",15.3,18.3,24.9,24.7,15.1,16.9,18.2,13.5,38.1,39.8,37.3,19.3
"2016:Q3","Millennial",2.8,4.6,6.9,12.8,1.5,3.8,1.6,5.5,15.9,12.3,27.6,5.5
"2016:Q4","Silent",25.1,22.9,21.8,17.8,28.1,16.7,22.8,27.9,8.3,7.9,5.9,27.4
"2016:Q4","BabyBoom",56.4,53.9,47,44.3,55.2,62.5,57.1,51.4,37.9,40.5,29.1,47.5
"2016:Q4","GenX",15.6,18.6,24.7,24.8,15.2,16.8,18.5,14.9,37.9,39.6,37,19.5
"2016:Q4","Millennial",2.9,4.6,6.5,13.1,1.5,4.1,1.6,5.8,15.9,12.1,28,5.5
"2017:Q1","Silent",24.8,22.6,21.6,17.5,28,16.4,22,27.7,8.3,7.8,6.2,27.3
"2017:Q1","BabyBoom",56.5,54,47.1,44,55,62.6,57.4,51.7,37.5,40.3,28,48.6
"2017:Q1","GenX",15.8,18.7,24.8,25.2,15.5,16.8,19,14.8,38,39.8,36.9,18.7
"2017:Q1","Millennial",2.9,4.7,6.5,13.3,1.5,4.2,1.7,5.8,16.1,12.1,28.8,5.4
"2017:Q2","Silent",24.7,22.6,21.8,17.6,28,16.1,21.8,27.7,8.4,7.8,6.2,26.9
"2017:Q2","BabyBoom",56.5,54.1,47.5,43.5,54.9,62.7,57.5,51.5,37.7,40.4,28,49.6
"2017:Q2","GenX",15.9,18.7,24.7,25.2,15.6,17,19.1,14.8,37.8,39.7,36.6,18.2
"2017:Q2","Millennial",2.9,4.6,6.1,13.7,1.4,4.3,1.7,6,16.1,12,29.2,5.4
"2017:Q3","Silent",24.6,22.5,22,17.8,27.9,15.8,21.3,27.6,8.4,8,6.3,26.3
"2017:Q3","BabyBoom",56.5,54.1,47.7,43,54.8,62.8,57.7,51.3,37.8,40.8,27.5,50.4
"2017:Q3","GenX",16,18.8,24.5,25.1,15.9,17,19.3,15,37.7,39.6,36.5,17.9
"2017:Q3","Millennial",2.8,4.5,5.7,14.1,1.4,4.4,1.7,6,16,11.7,29.7,5.3
"2017:Q4","Silent",24.3,22.3,22.3,18.1,27.7,15.5,20.4,27,8.8,8.2,6.6,28.6
"2017:Q4","BabyBoom",56.5,54.2,47.9,42.4,54.8,62.9,58.2,51,38,41.3,27,50
"2017:Q4","GenX",16.3,19,24.4,25.1,16.2,16.9,19.7,15.8,37.3,39.4,35.8,16.4
"2017:Q4","Millennial",2.8,4.5,5.4,14.4,1.3,4.6,1.7,6.2,15.9,11.1,30.6,5
"2018:Q1","Silent",24.3,22.3,22.3,17.8,27.9,15.3,20.7,27,8.8,8.3,6.3,28.6
"2018:Q1","BabyBoom",56.6,54.2,48.1,42.4,54.6,62.8,58,51.8,37.9,41.3,26.7,50.1
"2018:Q1","GenX",16.2,18.9,24.3,25.4,16.1,17.1,19.5,15.1,37.5,39.6,36.1,16.2
"2018:Q1","Millennial",2.9,4.5,5.2,14.4,1.4,4.7,1.7,6.1,15.8,10.9,30.9,5.1
"2018:Q2","Silent",24.2,22.2,22.5,17.8,27.9,15,20.5,26.6,8.8,8.4,6.4,27.2
"2018:Q2","BabyBoom",56.7,54.4,48.4,42.1,54.5,63,58.2,52,38,41.4,26.4,51
"2018:Q2","GenX",16.2,18.9,24.2,25.5,16.2,17.1,19.5,15.1,37.4,39.6,35.7,16.6
"2018:Q2","Millennial",2.9,4.5,4.9,14.6,1.4,4.9,1.8,6.2,15.8,10.7,31.5,5.3
"2018:Q3","Silent",23.8,21.9,22.6,17.9,27.7,14.7,19.2,25.7,8.9,8.4,6.7,27.4
"2018:Q3","BabyBoom",57,54.6,48.6,41.6,54.5,63.2,58.8,52.9,37.9,41.5,25.7,51.2
"2018:Q3","GenX",16.3,19,24.1,25.6,16.5,16.8,20.3,15.3,37.2,39.6,35.2,16.2
"2018:Q3","Millennial",2.9,4.5,4.7,14.9,1.3,5.3,1.8,6.2,16,10.5,32.3,5.2
"2018:Q4","Silent",24.7,22.6,23,17.7,29,14.6,22,27,8.5,8.7,5.2,23.5
"2018:Q4","BabyBoom",56.3,54,48.8,42.1,53.7,62.6,57.5,51.8,38.9,42.1,27.8,53
"2018:Q4","GenX",15.9,18.7,23.9,25.8,15.2,17.6,18.5,14.8,37.4,39.2,36.2,17.7
"2018:Q4","Millennial",3.1,4.7,4.3,14.4,2,5.2,1.9,6.4,15.3,10,30.8,5.8
"2019:Q1","Silent",23.7,21.8,22.3,17.1,28.2,14.3,20,25.5,8.4,8.2,6.1,23.3
"2019:Q1","BabyBoom",56.7,54.3,48.3,41.8,54,63,58.5,52.5,37.6,41.1,25.9,53.3
"2019:Q1","GenX",16.5,19.1,24.5,26.2,16.1,17.3,19.6,15.6,37.6,39.9,35.5,17.6
"2019:Q1","Millennial",3.1,4.8,5,14.8,1.7,5.4,1.9,6.3,16.3,10.9,32.4,5.9
"2019:Q2","Silent",23.5,21.6,22.3,16.9,28.1,14.1,19.5,25.2,8.4,8.1,6.3,23.6
"2019:Q2","BabyBoom",56.9,54.4,48.6,41.6,54,63.1,58.9,52.6,37.4,40.8,25.6,53.3
"2019:Q2","GenX",16.6,19.2,24.4,26.4,16.3,17.3,19.8,15.8,37.6,40,35.1,17.2
"2019:Q2","Millennial",3,4.7,4.8,15,1.6,5.6,1.8,6.4,16.6,11,33,5.9
"2019:Q3","Silent",23.6,21.7,23,17.5,28.1,13.9,19.4,25.2,8.7,8.6,6.2,23.2
"2019:Q3","BabyBoom",57,54.6,49.3,41.2,53.9,63.1,59.1,52.7,38.1,41.9,25.6,53.6
"2019:Q3","GenX",16.4,19,23.8,26.3,16.3,17.3,19.7,15.8,37.2,39.4,35.1,17.2
"2019:Q3","Millennial",2.9,4.6,4,15,1.6,5.7,1.8,6.4,16,10,33.2,6
